Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
CHEVRON PHILLIPS CHEMICAL CO LP,BAYTOWN,HARRIS,TX,77521,29.826,-94.921917,Chemicals,NO,7921.0,0.0,0.0,8721.0
WESTLAKE LONGVIEW CORP,LONGVIEW,HARRISON,TX,75602,32.439278,-94.688436,Chemicals,NO,12089.0,0.0,0.0,43929.0
EXXONMOBIL CHEMICAL CO BATON ROUGE POLYOLEFINS PLANT,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70807,30.560139,-91.2055,Chemicals,NO,18595.0,0.0,0.0,26307.0
SEKISUI SPECIALTY CHEMICALS AMERICA LLC. - PASADENA PLANT,PASADENA,HARRIS,TX,77506,29.716059,-95.189998,Chemicals,NO,7841.0,0.0,0.0,15219.0
LGC BIOSEARCH TECHNOLOGIES INC,PETALUMA,SONOMA,CA,94954,38.22908,-122.59181,Chemicals,NO,6630.0,0.0,0.0,6630.0
CHEMOURS WASHINGTON WORKS,WASHINGTON,WOOD,WV,26181,39.271944,-81.661667,Chemicals,NO,0.0,726049.0,0.0,726049.0
HF SINCLAIR WOODS CROSS REFINING LLC,WOODS CROSS,DAVIS,UT,84087,40.886022,-111.904759,Petroleum,YES,6200.0,0.0,0.0,8100.0
NEVADA GOLD MINES LLC - PHOENIX MINE,BATTLE MOUNTAIN,LANDER,NV,89820,40.50066,-117.10615,Metal Mining,NO,0.0,0.0,0.0,135461.0
INVISTA LONGVIEW,LONGVIEW,HARRISON,TX,75602,32.433611,-94.711389,Chemicals,NO,99413.0,0.0,0.0,234391.0
CORTEVA AGRISCIENCE LLC - HARBOR BEACH OPERATIONS,HARBOR BEACH,HURON,MI,48441,43.846111,-82.649722,Chemicals,YES,26783.0,0.0,0.0,26788.0
HEXION INC-FAYETTEVILLE FACILITY,FAYETTEVILLE,CUMBERLAND,NC,28301,35.02915,-78.861916,Chemicals,NO,16214.0,540.0,0.0,47873.0
CHEMOURS JOHNSONVILLE PLANT,NEW JOHNSONVILLE,HUMPHREYS,TN,37134,36.043056,-87.981667,Chemicals,YES,7.0,936.0,0.0,10853.0
THE ANDERSONS MARATHON HOLDINGS LLC - ALBION FACILITY,ALBION,CALHOUN,MI,49224,42.259646,-84.789726,Chemicals,NO,7500.0,0.0,0.0,7500.0
3M CHEMICAL OPERATIONS' DECATUR FACILITY,DECATUR,MORGAN,AL,35601,34.641667,-87.038611,Chemicals,NO,1389.0,0.19,0.0,9481.56
WABTEC COMPONENTS,WYTHEVILLE,WYTHE,VA,24382,36.969,-81.10899,Plastics and Rubber,NO,9576.0,0.0,0.0,9673.0
PHILLIPS 66 LOS ANGELES REFINERY CARSON PLANT,CARSON,LOS ANGELES,CA,90745,33.808333,-118.245833,Petroleum,NO,5100.0,0.0,0.0,5132.0
INV CAMDEN PLANT,LUGOFF,KERSHAW,SC,29078,34.23458,-80.66584,Chemicals,NO,0.0,360000.0,0.0,360000.0
SWIMUSA FIBERGLASS POOLS,HAMMONTON,ATLANTIC,NJ,8037,39.61017,-74.77226,Plastics and Rubber,YES,11500.0,0.0,0.0,11500.0
ZEHRCO GIANCOLA ACQUISITION FOUR,ASHTABULA,ASHTABULA,OH,44004,41.86676,-80.79099,Plastics and Rubber,YES,7900.0,0.0,0.0,15800.0
WESTLAKE POLYMERS LP,SULPHUR,CALCASIEU PARISH,LA,70665,30.196621,-93.32629,Chemicals,NO,321944.32,0.0,0.0,337609.79
WESTLAKE VINYLS INC,CALVERT CITY,MARSHALL,KY,42029,37.051111,-88.334167,Chemicals,NO,1760.23,0.0,0.0,31484.54
JAYHAWK FINE CHEMICALS CORP,GALENA,CHEROKEE,KS,66739,37.1172,-94.6765,Chemicals,NO,14764.0,0.0,0.0,14769.0
BP PRODUCTS NA WHITING BUSINESS UNIT,WHITING,LAKE,IN,46394,41.663055,-87.479643,Petroleum,NO,14000.0,0.0,0.0,52000.0
LOC PERFORMANCE PRODUCTS LLC,SAINT MARYS,AUGLAIZE,OH,45885,40.528768,-84.389757,Plastics and Rubber,YES,6655.0,0.0,0.0,8445.0
SHELL CATALYST & TECHNOLOGIES,PORT ALLEN,WEST BATON ROUGE PARISH,LA,70767,30.4943,-91.21708,Chemicals,NO,3733.0,352.0,0.0,8828.0
SASOL CHEMICALS (USA) LLC,HOUSTON,HARRIS,TX,77015,29.760745,-95.176749,Chemicals,NO,40.0,163.0,0.0,8471.0
AIR PRODUCTS BAYTOWN 3 FACILITY,BAYTOWN,CHAMBERS,TX,77523,29.752,-94.909222,Chemicals,NO,22880.0,0.0,0.0,25004.0
GUARDIAN LIMA LLC,LIMA,ALLEN,OH,45804,40.70483,-84.08,Chemicals,YES,7118.56,0.0,0.0,7121.59
PHILLIPS 66 RODEO RENEWABLE ENERGY COMPLEX,RODEO,CONTRA COSTA,CA,94572,38.0436,-122.2532,Petroleum,NO,36610.0,0.0,0.0,36884.0
USS-CLAIRTON PLANT,CLAIRTON,ALLEGHENY,PA,15025,40.305088,-79.876911,Petroleum,NO,5211.0,0.0,0.0,29085.0
VALERO REFINING CO -OKLAHOMA VALERO ARDMORE REFINERY,ARDMORE,CARTER,OK,73401,34.20569,-97.10417,Petroleum,NO,7180.0,548.0,0.0,8078.0
SI GROUP INC,ROTTERDAM JUNCTION,SCHENECTADY,NY,12150,42.860644,-74.025053,Chemicals,YES,185.0,205.24,0.0,6757.24
DEEPWATER CHEMICALS INC.,WOODWARD,WOODWARD,OK,73801,36.439844,-99.515062,Chemicals,NO,5216.0,0.0,0.0,5770.0
POLYNT COMPOSITES USA INC. - HOUSTON,HOUSTON,HARRIS,TX,77051,29.67204,-95.39162,Chemicals,NO,0.0,0.0,0.0,8178.0
HF SINCLAIR TULSA REFINING WEST FACILITY,TULSA,TULSA,OK,74107,36.1396,-96.0149,Petroleum,YES,3200.0,250.0,0.0,13450.0
LX HAUSYS AMERICA INC,ADAIRSVILLE,GORDON,GA,30103,34.4251,-84.9227,Chemicals,YES,8462.0,0.0,0.0,8462.0
FORTRON INDUSTRIES LLC,WILMINGTON,NEW HANOVER,NC,28401,34.3138,-77.9801,Chemicals,YES,21.67,5.0,0.0,19807.67
PHILLLIPS 66 CO BORGER REFINERY,BORGER,HUTCHINSON,TX,79007,35.703056,-101.36305,Petroleum,YES,14075.0,0.0,0.0,14075.0
LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-WV,JANE LEW,LEWIS,WV,26378,39.102258,-80.396183,Plastics and Rubber,YES,251829.0,0.0,0.0,251829.0
FLEXSYS AMERICA LP KRUMMRICH,SAUGET,ST. CLAIR,IL,62206,38.59724,-90.168697,Chemicals,YES,5942.6,0.0,0.0,6719.1
STEPAN CO MILLSDALE ROAD,ELWOOD,WILL,IL,60421,41.441667,-88.15972,Chemicals,NO,5592.0,0.0,0.0,8804.0
BASF CORP,BISHOP,NUECES,TX,78343,27.567968,-97.802835,Chemicals,NO,55619.0,0.0,0.0,56818.0
BIG RIVER RESOURCES BOYCEVILLE LLC,BOYCEVILLE,DUNN,WI,54725,45.050596,-91.980063,Chemicals,NO,5412.0,0.0,0.0,5412.0
MOSAIC PHOSPHATES CO FAUSTINA PLANT,SAINT JAMES,ST. JAMES PARISH,LA,70086,30.085,-90.914722,Chemicals,NO,190000.0,0.0,0.0,190000.0
UNION CARBIDE CORP TEXAS CITY PLANT,TEXAS CITY,GALVESTON,TX,77590,29.3742,-94.9455,Chemicals,NO,31197.0,0.0,0.0,33162.0
TICONA POLYMERS INC,BISHOP,NUECES,TX,78343,27.569714,-97.83493,Chemicals,NO,25178.0,0.0,0.0,25264.0
NYRSTAR CLARKSVILLE INC,CLARKSVILLE,MONTGOMERY,TN,37040,36.518398,-87.40293,Metal Mining,NO,0.0,0.0,0.0,21986.0
SHINTECH PLAQUEMINE PLANT,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.2594,-91.1737,Chemicals,NO,39375.4,0.0,0.0,39382.92
ADM CORN PROCESSING,CEDAR RAPIDS,LINN,IA,524044322,41.9192,-91.6862,Chemicals,YES,8999.0,0.0,0.0,9004.0
CALUMET BRANDED PRODUCTS LLC,SHREVEPORT,CADDO PARISH,LA,71115,32.368706,-93.648881,Petroleum,NO,0.45,0.0,0.0,16525.45
MARATHON PETROLEUM CO LP - MICHIGAN REFINING DIV,DETROIT,WAYNE,MI,48217,42.280556,-83.152778,Petroleum,NO,1600.0,0.0,0.0,11500.0
INV NYLON CHEMICALS AMERICAS VICTORIA SITE,VICTORIA,VICTORIA,TX,77905,28.673056,-96.953611,Chemicals,NO,30898.0,0.0,0.0,185297.0
CITGO PETROLEUM CORP,SULPHUR,CALCASIEU PARISH,LA,70665,30.18149,-93.324051,Petroleum,NO,13569.0,0.0,0.0,27888.0
RED RIVER ENERGY LLC,ROSHOLT,ROBERTS,SD,57260,45.872608,-96.725109,Chemicals,YES,7712.0,0.0,0.0,9895.0
KANEKA NORTH AMERICA LLC,PASADENA,HARRIS,TX,77507,29.6209,-95.086874,Chemicals,NO,12573.0,0.0,0.0,13074.0
WESTLAKE US 2 LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.2235,-93.2869,Chemicals,YES,31000.0,2300.0,0.0,34300.0
MEXICHEM SPECIALTY RESINS INC,HENRY,MARSHALL,IL,61537,41.13525,-89.341073,Chemicals,NO,45126.99,0.0,0.0,45126.99
FUTUREFUEL CHEMICAL CO,BATESVILLE,INDEPENDENCE,AR,72501,35.722342,-91.524983,Chemicals,NO,4000.0,0.0,0.0,28000.0
ONEOK FIELD SVC/MAYSVILLE GAS PLT,MAYSVILLE,GARVIN,OK,73057,34.81455,-97.440591,Natural Gas Processing,YES,26569.0,0.0,0.0,26569.0
PBF LOGISTICS PRODUCTS TERMINAL LLC,TOLEDO,LUCAS,OH,43605,41.633148,-83.503172,Petroleum Bulk Terminals,NO,750.0,0.0,0.0,5550.0
COLONIAL CHEMICAL INC,SOUTH PITTSBURG,MARION,TN,37380,34.99767,-85.64357,Chemicals,NO,128.77,0.0,0.0,13628.77
PHILLIPS 66 FERNDALE REFINERY,FERNDALE,WHATCOM,WA,98248,48.830142,-122.692114,Petroleum,YES,2432.0,0.0,0.0,6983.0
MARQUIS ENERGY - ILLINOIS LLC,HENNEPIN,PUTNAM,IL,61327,41.276218,-89.31781,Chemicals,NO,27.0,0.0,0.0,5442.0
PHILLIPS 66 FERNDALE REFINERY,FERNDALE,WHATCOM,WA,98248,48.830142,-122.692114,Petroleum,NO,6117.0,0.0,0.0,9580.0
DEER PARK_TX (ROH),DEER PARK,HARRIS,TX,77536,29.73,-95.102778,Chemicals,NO,11587.0,0.0,0.0,13359.0
STABILIT AMERICA INC.,MOSCOW,FAYETTE,TN,38057,35.063281,-89.374489,Plastics and Rubber,NO,67.0,0.0,0.0,6936.0
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,NO,0.0,0.0,0.0,20699.0
MONTANA RESOURCES LLC,BUTTE,SILVER BOW,MT,59701,46.007588,-112.501703,Metal Mining,NO,0.0,0.0,0.0,376482.0
LATHAM POOL PRODUCTS INC. - DEWITT IA,DE WITT,CLINTON,IA,52742,41.810488,-90.537958,Plastics and Rubber,NO,11436.0,0.0,0.0,11436.0
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,Petroleum,NO,26000.0,0.0,0.0,53000.0
POLYNT COMPOSITES USA INC.,ORLANDO,ORANGE,FL,32824,28.418026,-81.387026,Chemicals,YES,2896.0,0.0,0.0,9058.0
NEVADA GOLD MINES LLC - ARTURO MINE,CARLIN,ELKO,NV,89822,41.025306,-116.413314,Metal Mining,NO,0.0,0.0,0.0,1514485.1
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,NO,53.5,0.2,0.0,105916.5
POLYNT COMPOSITES USA INC. - MARSHALL,MARSHALL,HARRISON,TX,75672,32.54481,-94.28919,Chemicals,YES,209.0,0.0,0.0,7973.0
AIR PRODUCTS & CHEMICALS INC (MARTINEZ-WATERFRONT ROAD),MARTINEZ,CONTRA COSTA,CA,94553,38.032767,-122.07594,Chemicals,NO,5130.0,0.0,0.0,5130.0
F/G PRODUCTS INC,RICE LAKE,BARRON,WI,54868,45.47001,-91.74203,Plastics and Rubber,YES,6574.0,0.0,0.0,10377.0
FORMOSA PLASTICS CORP TEXAS,POINT COMFORT,CALHOUN,TX,77978,28.69759,-96.542101,Chemicals,NO,14102.0,0.0,0.0,14911.0
STEELE PLASTICS LLC,CONWAY,FAULKNER,AR,72034,35.061115,-92.42789,Plastics and Rubber,YES,33680.0,0.0,0.0,33681.0
CHEVRON PRODUCTS CO RICHMOND REFINERY,RICHMOND,CONTRA COSTA,CA,94801,37.938779,-122.396453,Petroleum,NO,3600.0,33.0,0.0,8033.0
ADVANSIX INC HOPEWELL PLANT,HOPEWELL,HOPEWELL (CITY),VA,23860,37.3009,-77.2722,Chemicals,NO,7258.0,1359.0,0.0,10596.0
PHILLIPS 66 CO BILLINGS REFINERY,BILLINGS,YELLOWSTONE,MT,59101,45.776389,-108.484444,Petroleum,NO,6940.3,0.0,0.0,11873.6
SHELL CHEMICAL LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Chemicals,YES,4800.0,4.0,0.0,12004.0
BASF CORP - BEAUMONT,BEAUMONT,JEFFERSON,TX,77705,29.971389,-94.053333,Chemicals,NO,894.0,0.0,0.0,56892.0
VIBRANTZ SPECIALTY PRODUCTS LLC,NEW JOHNSONVILLE,HUMPHREYS,TN,37134,35.99622,-87.979395,Chemicals,NO,0.0,10.22,0.0,90191.22
SUNDANCE BOATS,BLACKSHEAR,PIERCE,GA,31516,31.2703,-82.2751,Plastics and Rubber,YES,800.0,0.0,0.0,42800.0
PMC BIOGENIX INC,MEMPHIS,SHELBY,TN,38108,35.16677,-89.95893,Chemicals,NO,1080.0,0.0,0.0,6714.0
INEOS USA LLC - CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,77511,29.413774,-95.263726,Chemicals,NO,3201.0,0.0,0.0,7817.0
RAWHIDE GAS PLANT,BIG SPRING,GLASSCOCK,TX,79720,32.013957,-101.279328,Natural Gas Processing,YES,13000.0,0.0,0.0,13000.0
MARION COUNTY COAL RESOURCES INC.,MANNINGTON,MARION,WV,26585,39.584632,-80.362401,Coal Mining,YES,0.0,0.0,0.0,14071.0
MILES FIBERGLASS & COMPOSITES INC.,CLACKAMAS,CLACKAMAS,OR,97015,45.40311,-122.54504,Chemicals,YES,32507.2,0.0,0.0,40634.0
SKYLINE COMPOSITE,FALL RIVER,BRISTOL,MA,2721,41.70382,-71.16343,Plastics and Rubber,YES,17228.0,0.0,0.0,17580.0
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,YES,23659.0,0.0,0.0,214050.0
CITGO PETROLEUM CORP,SULPHUR,CALCASIEU PARISH,LA,70665,30.18149,-93.324051,Petroleum,NO,72120.0,0.0,0.0,72120.0
INEOS USA LLC - CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,77511,29.413774,-95.263726,Chemicals,YES,76731.0,0.0,0.0,96646.0
MID-CONTINENT FRACTIONATION & STORAGE CONWAY FRA,MCPHERSON,MCPHERSON,KS,67460,38.379109,-97.833582,Natural Gas Processing,NO,5600.0,0.0,0.0,11500.0
POET BIOREFINING-MARION LLC,MARION,MARION,OH,43302,40.61856,-83.15956,Chemicals,YES,5100.0,0.0,0.0,5149.0
CHEVRON PRODUCTS CO PASCAGOULA REFINERY,PASCAGOULA,JACKSON,MS,39581,30.343733,-88.4938,Petroleum,NO,9700.0,0.0,0.0,11700.0
3M CO - TONAWANDA,TONAWANDA,ERIE,NY,14150,42.975756,-78.91827,Chemicals,NO,278000.0,0.0,0.0,293000.0
FLINT HILLS RESOURCES PINE BEND LLC,ROSEMOUNT,DAKOTA,MN,55068,44.764434,-93.039484,Petroleum,YES,15215.0,19.0,0.0,15840.0
MARATHON PETROLEUM CO LP,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,30.06132,-90.59353,Petroleum,NO,6374.0,0.0,0.0,44023.0
ALBEMARLE CORP PASADENA PLANT,PASADENA,HARRIS,TX,77503,29.742498,-95.165513,Chemicals,NO,30885.0,0.0,0.0,49766.0
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,NO,1347.0,0.0,0.0,9156.0
MOTIVA-PORT ARTHUR REFINERY,PORT ARTHUR,JEFFERSON,TX,77640,29.883333,-93.958333,Petroleum,NO,12989.0,0.0,0.0,26005.0
OCI BEAUMONT LLC,NEDERLAND,JEFFERSON,TX,77627,30.013944,-94.048333,Chemicals,NO,30520.0,425.6,0.0,31896.6
P4 PRODUCTION LLC,SODA SPRINGS,CARIBOU,ID,83276,42.687031,-111.5878,Chemicals,NO,47642.0,0.0,0.0,52237.42
CARDINAL ETHANOL LLC,UNION CITY,RANDOLPH,IN,47390,40.18595,-84.86228,Chemicals,YES,5533.84,0.0,0.0,5548.71
CYGNET AUTOMATED CLEANING LLC,PLYMOUTH,WAYNE,MI,48170,42.355342,-83.454648,Chemicals,NO,15125.0,0.0,0.0,15130.0
OLDCASTLE INFRASTRUCTURE INC,POTEAU,LE FLORE,OK,74953,35.049849,-94.625528,Plastics and Rubber,YES,3.0,0.0,0.0,6028.0
AURIGA POLYMERS INC-SPARTANBURG FACILITY,SPARTANBURG,SPARTANBURG,SC,29307,35.027817,-81.87896,Chemicals,NO,9457.0,0.0,0.0,11381.0
RED SPOT PAINT & VARNISH CO INC,EVANSVILLE,VANDERBURGH,IN,47711,37.984931,-87.547674,Chemicals,NO,3109.0,0.0,0.0,5440.0
H. C. CHANDLER & SON INC.,PLANTERSVILLE,GRIMES,TX,77363,30.349025,-95.90046,Plastics and Rubber,NO,13069.0,0.0,0.0,13757.0
OCCIDENTAL CHEMICAL HOLDING CORP - GEISMAR PLANT,GEISMAR,ASCENSION PARISH,LA,70734,30.181862,-90.986959,Chemicals,NO,1.0,13530.0,0.0,13556.0
LANXESS - CENTRAL,EL DORADO,UNION,AR,71730,33.1831,-92.7069,Chemicals,YES,9957.0,0.0,0.0,47382.0
PLAINVIEW BIOENERGY LLC,PLAINVIEW,HALE,TX,79072,34.18258,-101.6583,Chemicals,YES,7380.0,0.0,0.0,7973.0
POLYNT COMPOSITES USA INC. - HOUSTON,HOUSTON,HARRIS,TX,77051,29.67204,-95.39162,Chemicals,YES,17125.1,0.0,0.0,17521.1
EXXONMOBIL BATON ROUGE REFINERY (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.484917,-91.17392,Petroleum,NO,320000.0,0.0,0.0,320390.0
WOOD RIVER REFINERY,ROXANA,MADISON,IL,62084,38.840401,-90.070774,Petroleum,NO,0.0,2134527.0,0.0,2134527.0
SHELL CHEMICAL LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Chemicals,NO,8100.0,8.0,0.0,14208.0
MARTIN TERMINAL SOUTH YARD,GOLDEN MEADOW,LAFOURCHE PARISH,LA,70357,29.11497,-90.20672,Petroleum Bulk Terminals,NO,8028.0,0.0,0.0,9513.0
US NITROGEN LLC,MIDWAY,GREENE,TN,37809,36.1939,-83.00266,Chemicals,NO,0.0,15181.0,0.0,19102.0
DYNACHEM INC,GEORGETOWN,VERMILION,IL,61846,40.00556,-87.643266,Chemicals,NO,35562.0,0.0,0.0,37052.0
AVANTOR PERFORMANCE MATERIALS,PHILLIPSBURG,WARREN,NJ,8865,40.703099,-75.197676,Chemicals,NO,442.0,9377.0,0.0,9819.0
DOW SABINE RIVER OPERATIONS,ORANGE,ORANGE,TX,77630,30.054796,-93.753863,Chemicals,NO,8532.0,0.0,0.0,18603.0
NORIT AMERICAS INC,MARSHALL,HARRISON,TX,75670,32.535981,-94.399072,Chemicals,NO,3.8,22454.248,0.0,22458.048
ZEUS CO INC GSC,GASTON,CALHOUN,SC,29053,33.844495,-81.023743,Plastics and Rubber,NO,8938.0,0.0,0.0,9003.0
SABIC INNOVATIVE PLASTICS US LLC,BURKVILLE,LOWNDES,AL,36752,32.31367,-86.51153,Chemicals,YES,1183.0,5.0,0.0,77999.0
DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,Chemicals,NO,0.0,0.0,0.0,5886.0
PEMBROOK GAS PLANT,MIDKIFF,UPTON,TX,79755,31.48159,-101.83091,Natural Gas Processing,YES,5500.0,0.0,0.0,5500.0
R3 COMPOSITES CORP,GRABILL,ALLEN,IN,46741,41.21577,-84.96076,Plastics and Rubber,YES,0.0,0.0,0.0,35073.0
TEIJIN AUTOMOTIVE TECHNOLOGIES LOUISIANA LLC,SAREPTA,WEBSTER PARISH,LA,71071,32.956804,-93.455663,Plastics and Rubber,YES,1699.0,0.0,0.0,6935.0
PHILLIPS 66 LAKE CHARLES REFINERY,WESTLAKE,CALCASIEU PARISH,LA,70669,30.242155,-93.274386,Petroleum,NO,5409.0,44.0,0.0,7915.0
CLIMAX MOLYBDENUM CO-CLIMAX MINE,CLIMAX,LAKE,CO,80429,39.368668,-106.182976,Metal Mining,NO,0.0,250.0,0.0,30255.0
INDORAMA VENTURES,DECATUR,MORGAN,AL,35601,34.6415,-87.0589,Chemicals,YES,18977.0,0.0,0.0,32074.0
NEVADA GOLD MINES LLC - CARLIN SOUTH AREA,CARLIN,EUREKA,NV,89822,40.7813,-116.1858,Metal Mining,NO,3.0,0.0,0.0,536982.0
DEER PARK REFINING LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Petroleum,NO,5600.0,9.0,0.0,11909.0
M. ARGUESO & CO. INC. (D.B.A PARAMELT),MUSKEGON,MUSKEGON,MI,49441,43.20176,-86.29324,Chemicals,NO,9.79,0.0,0.0,399481.821
THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,PLAQUEMINE,IBERVILLE PARISH,LA,70764,30.320903,-91.239015,Chemicals,YES,2263.0,0.0,0.0,34369.0
NEVADA GOLD MINES LLC - CARLIN SOUTH AREA,CARLIN,EUREKA,NV,89822,40.7813,-116.1858,Metal Mining,NO,0.0,0.0,0.0,103708.0
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,YES,1300.0,22.0,0.0,13683.0
UNITED PAINT & CHEMICAL,SOUTHFIELD,OAKLAND,MI,48033,42.46984,-83.28069,Chemicals,NO,0.0,0.0,0.0,6589.0
BETTER WAY PRODUCTS,BREMEN,MARSHALL,IN,46506,41.453846,-86.134613,Plastics and Rubber,NO,5341.0,0.0,0.0,5348.0
PCS NITROGEN OHIO L.P.,LIMA,ALLEN,OH,45804,40.717499,-84.132274,Chemicals,NO,0.0,155816.0,0.0,155816.0
OCCIDENTAL CHEMICAL CORP,WICHITA,SEDGWICK,KS,67215,37.581667,-97.425278,Chemicals,YES,3367.0,0.0,0.0,20444.0
SYNGENTA CROP PROTECTION LLC SAINT GABRIEL FACILITY,SAINT GABRIEL,IBERVILLE PARISH,LA,70776,30.2413,-91.1009,Chemicals,NO,6730.0,0.0,0.0,6732.0
JAIN AMERICAS - NUCEDAR MILLS,CHICOPEE,HAMPDEN,MA,1022,42.183874,-72.560478,Plastics and Rubber,NO,14666.0,0.0,0.0,14666.0
MALLINCKRODT PHARMACEUTICALS,RALEIGH,WAKE,NC,27616,35.90059,-78.56164,Chemicals,YES,2237.0,0.0,0.0,7296.0
INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,ORANGE,TX,77630,30.054167,-93.752208,Chemicals,NO,38000.0,0.0,0.0,94600.0
INGEVITY SOUTH CAROLINA LLC CHARLESTON CHEMICAL PLANT,NORTH CHARLESTON,CHARLESTON,SC,29406,32.89778,-79.97299,Chemicals,NO,18829.0,0.0,0.0,19601.0
BASF CORP,GEISMAR,ASCENSION PARISH,LA,70734,30.1979,-91.0035,Chemicals,NO,12900.0,767.0,0.0,21017.0
LIMETREE BAY TERMINALS LLC DBA OCEAN POINT TERMINALS,CHRISTIANSTED,ST. CROIX ISLAND,VI,820,17.715055,-64.757335,Petroleum Bulk Terminals,YES,43746.0,0.0,0.0,43882.0
BAYER CROPSCIENCE LP,LULING,ST. CHARLES PARISH,LA,70070,29.92444,-90.352217,Chemicals,NO,2200.0,0.0,0.0,162200.0
INV NYLON CHEMICALS AMERICAS ORANGE SITE,ORANGE,ORANGE,TX,77630,30.054167,-93.752208,Chemicals,NO,7800.0,0.0,0.0,67830.0
ARCHROMA US INC,MARTIN,ALLENDALE,SC,29836,33.07165,-81.47648,Chemicals,NO,10.97,5949.844,0.0,5960.814
BERRYMAN PRODUCTS INC.,ARLINGTON,TARRANT,TX,76011,32.75063,-97.04112,Chemicals,NO,3700.0,0.0,0.0,9200.0
EXXONMOBIL BATON ROUGE CHEMICAL PLANT (PART),BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.495769,-91.173111,Chemicals,NO,11000.0,0.0,0.0,13300.0
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,YES,3.0,0.0,0.0,58293.0
ITAFOS CONDA LLC,SODA SPRINGS,CARIBOU,ID,83276,42.739417,-111.541421,Chemicals,YES,8.52,0.0,0.0,12239.03
VIATRIS PHARMACEUTICALS LLC,BARCELONETA,BARCELONETA MUNICIPIO,PR,617,18.432819,-66.571055,Chemicals,YES,13034.68,0.0,0.0,13842.07
WHITE SPRINGS AGRICULTURAL CHEMICALS INC. - NUTRIEN,WHITE SPRINGS,HAMILTON,FL,32096,30.440833,-82.788056,Chemicals,YES,11.0,0.0,0.0,28509.0
ALTIVIA INSTITUTE FACILITIES,DUNBAR,KANAWHA,WV,25064,38.384705,-81.776181,Chemicals,YES,9000.0,12.6,0.0,17272.6
3V SIGMA USA,GEORGETOWN,GEORGETOWN,SC,29440,33.362222,-79.383056,Chemicals,YES,7.9,0.0,0.0,42110.9
SOLENIS LLC,SUFFOLK,SUFFOLK (CITY),VA,23434,36.77736,-76.54321,Chemicals,NO,7262.0,0.0,0.0,8183.0
PHILLIPS 66 PIPELINE LLC-BEAUMONT TERMINAL,NEDERLAND,JEFFERSON,TX,77627,29.997801,-93.983184,Petroleum Bulk Terminals,NO,6400.0,0.0,0.0,8500.0
STEPAN CO MILLSDALE ROAD,ELWOOD,WILL,IL,60421,41.441667,-88.15972,Chemicals,YES,17659.0,2.0,0.0,19372.0
LUBRIZOL ADVANCED MATERIALS INC,CALVERT CITY,MARSHALL,KY,42029,37.046288,-88.325437,Chemicals,NO,1460.0,0.0,0.0,10330.0
POGO MINE,DELTA JUNCTION,SOUTHEAST FAIRBANKS CENSU,AK,99737,64.449722,-144.939623,Metal Mining,NO,0.0,6263.0,0.0,35612.0
PARKER LORD CORP,SAEGERTOWN,CRAWFORD,PA,16433,41.713056,-80.141944,Chemicals,NO,11006.0,0.0,0.0,11126.0
SUPER ASPHALT GUAYNABO PLANT,GUAYNABO,GUAYNABO MUNICIPIO,PR,971,18.330893,-66.114345,Petroleum,YES,7530.0,0.0,0.0,7530.0
BELTSERVICE CORP,EARTH CITY,ST LOUIS,MO,63045,38.766369,-90.474907,Plastics and Rubber,NO,0.0,0.0,0.0,10719.0
EXXONMOBIL OIL BEAUMONT REFINERY (PART),BEAUMONT,JEFFERSON,TX,77701,30.065833,-94.071388,Petroleum,NO,16000.0,0.0,0.0,19600.0
